energy_PerServing,carbohydrates_PerServing,sugars_PerServing,fiber_PerServing,proteins_PerServing,sodium_PerServing,totalFat_PerServing,product_name,serving_size_grams
502.5,19.995,15,3,13.005,0.0645,0,Nonfat Greek Yogurt,150
502.5,19.005,15,3,13.005,0.0645,0,Greek Nonfat Yogurt,150
502.5,7.995,4.995,0,13.995,0.105,5.505,Lowfat Greek Yogurt,150
376.5,9,6,0,13.995,0.1095,0.495,Lite Nonfat Greek Yogurt,150
372.96,6.9856,3.996,0,11.988,0.15984,3.0192,"Carbmaster Protein Smoothie, Tropical Mango",296
420.32,8.9984,6.0088,0,11.988,0.15096,3.0192,Protein Smoothie,296
544.05,18.9995,14.001,0,2.002,0.04485,9.4965,Ice Cream,65
585.9,17.003,14,0,2.002,0.0553,11.501,"Deluxe Ice Cream, Artisan Vanilla Bean",70
670.6,16.002,11.998,0,3.003,0.0497,12.999,"Deluxe Ice Cream, Black Walnut",70
626.5,17.997,14,0,2.002,0.07,12.999,"Deluxe Ice Cream, Chocolate Chip",70
670.6,17.997,17.003,0,3.003,0.0602,14,"Deluxe Ice Cream, Mint Chocolate Chip",70
626.5,18.998,14,0.98,3.003,0.0651,10.997,"Deluxe Ice Cream, Chocolate Paradise",70
670.6,19.999,11.998,0,3.003,0.0749,12.999,"Deluxe Ice Cream, Death By Chocolate",70
626.5,17.003,15.001,0,3.003,0.0553,12.502,"Deluxe Ice Cream, French Vanilla Magnifique",70
670.6,19.999,17.997,0,2.002,0.0497,12.502,"Deluxe Ice Cream, Fun Munch Cookies N' Cream",70
585.9,17.997,16.002,0,3.003,0.0553,10.997,"Deluxe Ice Cream, Neapolitan",70
670.6,21,15.001,0.98,3.003,0.1001,11.998,"Deluxe Ice Cream, Rocky Road",70
711.9,17.003,11.998,0.98,3.003,0.1302,15.001,"Deluxe Ice Cream, Southern Crunch Butter Pecan",70
585.9,17.003,14,0,2.002,0.0553,11.501,"Deluxe Ice Cream, Vividly Vanilla",70
626.5,19.999,17.997,0,2.002,0.0602,10.997,Deluxe Ice Cream Banana Split,70
501.5,27.999,21.0035,0,1.003,0.02975,0,"Deluxe Sherbet, Lime",85
501.5,27.999,21.0035,0,1.003,0.02975,0,"Deluxe Fat Free Sherbet, Orange",85
544,27.999,21.0035,0,1.003,0.02975,0,"Deluxe Sherbet, Pineapple",85
501.5,27.999,21.0035,0,1.003,0.02975,0,"Deluxe Fat Free Sherbet, Rainbow",85
670.6,17.997,17.003,0,3.003,0.0602,14,"Deluxe Ice Cream, Mint Chocolate Chip",70
626.5,18.998,14,0.98,3.003,0.0651,10.997,"Deluxe Ice Cream, Chocolate Paradise",70
544.6,17.003,14,0,2.002,0.0448,9.499,"Deluxe Ice Cream, Strawberry Surf",70
585.9,17.003,14,0,2.002,0.0553,11.501,"Deluxe Ice Cream, Vividly Vanilla",70
501.5,27.999,21.0035,0,1.003,0.02975,0,"Deluxe Sherbet, Orange",85
501.5,27.999,21.0035,0,1.003,0.02975,0,"Deluxe Sherbet, Rainbow",85
460.8,16.9984,4.9984,1.024,4,0.06016,5.4976,"Deluxe Churned Ice Cream, Chocolate",64
711.9,21,17.997,2.03,3.003,0.0847,14,"Deluxe Ice Cream, Chocolate Cookie, Crumble",70
837.9,21,17.997,0.98,3.003,0.07,17.997,"Deluxe Ice Cream, Triple Brownie",70
626.5,17.997,14,0.98,3.003,0.0497,12.502,"Deluxe Ice Cream, Chocolate/French Vanilla",70
0,24.003,0,2.03,0,0.0483,3.332,"Deluxe Churned Light Ice Cream, Blueberry Pomegranate, Chocolate Chunk",70
626.5,24.003,18.998,0,3.003,0.0749,7.504,"Deluxe Churned Light Ice Cream, French Silk",70
501.5,26.996,20.0005,0,1.003,0.02465,0,"Deluxe Fat Free Sherbet, Mango",85
628.55,22.997,17.9985,0.975,3.003,0.0949,9.4965,"Deluxe Jammed Dairy Dessert, Caramel Candy Crunch",65
377.6,17.9968,15.0016,0,1.9968,0.05504,1.9968,"Party Pail Low Fat Frozen Yogurt, Vanilla",64
1046,40,28,1,3,0.085,16,Sherbet Topped Sugar Cones,100
1255.32,35.9964,23.9976,1.98,6.9993,0.09504,22.9977,Fun Daze Sundaes Frozen Yogurt Cones,99
545.16,21.9996,17.0016,0,3.9984,0.06468,4.998,"Frozen Fruit Bars, Coconut",84
334.05,20.0005,18.9975,0,0,0,0,"Frozen Fruit Bars, Orange",85
334.54,21.0012,20.0036,0,0,0,0,"Frozen Fruit Bars, Strawberry",86
104.49,5.9985,1.0019,0.989,0,0,0,"Frozen Fruit Bars, Strawberry, Raspberry, Orange",43
104.6,0,0,0,2,0.1,2.5,Parmesan Cheeese,5
104.6,0,0,0,2,0.1,2.5,"Parmesan Cheese, Romano",5
292.8,1,1,0,1,0.065,11.5,Whipped Cream Cheese Spread,20
335.16,0.9996,0,0,7,0.19992,9.5004,Low-Moisture Part-Skim Mozzarella String Cheese,28
335.16,0.9996,0.9996,0,7,0.19012,7.9996,Low moisture part skim Mozzarella string cheese,28
334.74,0,0,0,5.0001,0.12999,9.5004,Colby Jack Cheese,21
418.32,0.9996,0,0,7.9996,0.05992,13.0004,Swiss All Natural Cheese,28
335.16,0.9996,0,0,7.9996,0.16996,7.9996,"Low Moisture, Part-Skim Mozzarella Cheese",28
460.32,0.9996,0,0,7,0.18004,14,Sharp Cheddar,28
335.16,0.9996,0,0,7.9996,0.16996,7.9996,"Low Moisture, Part-Skim Mozzarella Cheese",28
376.04,1.9992,0,0,6.0004,0.42,10.0016,"Hot Pepper Cheese, Hot Pepper",28
460.32,0.9996,0,0,7,0.18004,14,Mild Cheddar Cheese,28
0,0.9996,0,0,7,0.18004,14,Sharp Cheddar,28
460.32,0.9996,0,0,7,0.18004,14,Extra Sharp Cheddar,28
460.32,0.9996,0,0,7,0.16996,14,Colby Cheese,28
376.04,0,0,0,7,0.23996,10.0016,"Reduce Fat Cheese, Mild Cheddar",28
418.32,0.9996,0,0,7,0.16996,13.0004,Colby And Monterey Jack Cheese,28
335.16,0.9996,0,0,7.9996,0.16996,7.9996,"All Natural Low Moisture, Part-Skim Mozzarella Cheese",28
460.32,0.9996,0,0,7,0.18004,14,Mild Cheddar Cheese,28
460.32,0.9996,0,0,7,0.18004,14,Sharp Cheddar,28
418.32,0.9996,0,0,7,0.16996,13.0004,Colby And Monterey Jack Cheese,28
334.74,0,0,0,5.0001,0.12999,10.9998,Colby Cheese Slices,21
292.53,0,0,0,5.0001,0.16002,9.5004,Orange Rind Muenster Natural Cheese Slices,21
334.74,0,0,0,5.9997,0.04494,9.5004,Aged Swiss Slices,21
334.74,0,0,0,5.0001,0.13503,10.9998,Mild Cheddar Slices,21
335.16,0.9996,0,0,7,0.21,9.5004,Low Moisture Part - Skim Mozzarella Cheese,28
334.74,0,0,0,5.0001,0.13503,10.9998,Mild Cheddar Cheese Snacks,21
334.74,0,0,0,5.0001,0.12999,10.9998,Colby Jack Cheese Snacks,21
335.16,0.9996,0,0,7.9996,0.16996,7.9996,Mozzarella All Natural Cheese,28
460.32,0.9996,0,0,7,0.18004,14,Mild Cheddar Cheese,28
418.32,0.9996,0,0,6.0004,0.19012,13.0004,Orange Rind Muenster,28
460.32,0,0,0,6.0004,0.16996,14.9996,Pepper Jack Cheese,28
418.32,0.9996,0,0,7,0.16996,13.0004,Colby Jack Cheese,28
460.32,0.9996,0,0,7,0.18004,14,Extra Sharp Cheddar Cheese,28
460.32,0.9996,0,0,7.9996,0.05992,13.0004,All Natural Swiss Cheese,28
376.95,0,0,0,4.0005,0.16002,13.0011,Havarti Cheese,21
251.37,0,0,0,5.9997,0.11991,5.9997,Mozzarella Slices,21
460.32,0.9996,0,0,7,0.18004,14,Finely Shredded Mild Cheddar,28
418.32,0.9996,0,0,6.0004,0.16996,13.0004,Mexican Style Cheese,28
460.32,0.9996,0,0,7,0.18004,14,Shredded Sharp Cheddar,28
418.32,0.9996,0,0,7,0.16996,13.0004,Shredded Mild Cheddar Jack Cheese,28
418.32,0.9996,0,0,7,0.16996,13.0004,Colby Jack Cheese,28
125.58,1.9992,1.9992,0,5.0001,0.35994,0,Swiss Pasteurized Process Cheese Product,21
251.37,1.9992,0.9996,0,4.0005,0.30009,6.4995,Pepper Jack Cheese Singles,21
292.53,0.9996,0.9996,0,4.0005,0.25998,8.001,"Swiss Cheese Singles, Pasteurized Process Cheese Product",21
251.18,0.9994,0.9994,0,3.0001,0.20995,6.9996,American Singles Cheese,19
292.53,1.9992,0.9996,0,4.0005,0.2499,8.001,3 Cheese Blend,21
251.18,0.9994,0.9994,0,3.0001,0.20995,6.9996,Cheese Singles,19
334.74,0.9996,0,0,5.0001,0.29001,9.0006,Deluxe American Pasteurized Process Cheese Slices,21
145.92,4,4,0,4,0.20992,0,Fat Free Original Cream Cheese,32
417.9,2.001,0.999,0,2.001,0.1149,16.998,Soft Cream Cheese,30
292.5,2.001,2.001,0,2.001,0.105,9.999,33% Less Fat Neufchatel Cheese,30
417.9,2.001,0.999,0,2.001,0.1149,16.998,Sift Cream Cheese,30
501.76,3.0016,0.9968,0,21,0.34048,3.0016,Jamaican Jerk Style Pork Tenderloin With Jamaican Style Spices,112
501.2,0,0,0,10.9984,0.03976,12.0008,100% Ground Beef Sliders Mini Beef Burgers,56
878.64,21,1.9992,2.016,8.9964,0.58968,11.4996,Breaded Shrimp Poppers,84
460.25,2,1,0,1,0.14,13.5,Ranch Dip,25
878.46,3.9996,1.9998,0,7.9992,0.53988,25.0008,Fully Cooked Hatch Green Chile & Monterey Jack Cheese Smoked Sausage,66
878.46,5.0028,1.9998,0,9.0024,0.57024,25.0008,Smoky Bacon Cheddar Smoked Sausage,66
41.85,0,0,0,1,0.055,0,"Gelatin Dessert, Strawberry",2.5
668.92,5.0008,0.9996,1.988,7,0,15.9992,Unsalted Peanuts,28
668.92,5.0008,0.9996,1.988,7,0.12012,15.9992,Salted Peanuts With Sea Salt,28
668.92,5.0008,0.9996,1.988,7.9996,0.12012,15.9992,Salted Spanish Peanuts,28
376.5,22,19,0,0,0.36,0,"French Vanilla Pudding & Pie Filling, Vanilla",25
418.32,23.9988,16.9988,1.988,0.9996,0.40992,0.9996,"No Sub Brand, Chocolate Fudge, Chocol Ate",28
669,6,0.999,3,6,0,15,Whole Almonds,30
2650,20,3.33,10,23.3,0,53.33,Sliced Almonds,100
1214.75,0,0,0,18.9953,0.07458,31.9903,Ground Beer,113
0,0,0,0,0,0,0,Decaf Tea,1.9
82.8,3,0,0,0,0.24,0.498,Gravy,60
585.9,26.999,11.0005,1.995,1.9985,0.14,2.9995,Strawberries & Cream Instant Oatmeal,35
628.04,7.9996,4.0012,1.988,6.0004,0.11508,13.5016,Honey Roasted Peanuts,28
669.29,6.9998,6.9998,0,0,0.23994,15.9991,Popyseed Dressing,31
334.74,20.0004,20.0004,0,0,0.04998,0,"Instant Drink Mix, Spiced Cider",21
41.84,3,0,0,0,0,0,"Lite Instant Drink Mix, Spiced Cider",4
20.97,2.0001,0,0,0,0.3,0,Pot Roast Seasoning Mix & Cooking Bag,3
62.76,4.0002,1.0002,0,0,0.52998,0,Pork Chop,6
62.685,3.00015,0.9999,0,0,0.31001,0,Swiss Steak Seasoning Mix & Cooking Bag,4.5
0,0,0,0,0,0,0,Iced Tea,7.1
794.4,6,0.999,2.01,6,0.1299,16.5,Salted Sunflower Seeds,30
418.32,20.0004,2.9988,1.008,2.9988,0.43008,0.9996,"Flavored Stuffing Mix With Turkey Broth, Turkey",28
418.32,20.0004,0.9996,1.008,1.9992,0.46004,2.002,Cheddar Cheese Instant Grits,28
585.34,29.0006,0,0,3.0007,0,0.4995,Original Quick Grits,37
105.09,5.0003,1.9995,0,0,0.2201,0,Taco Sauce,31
41.54,3.0008,1.0013,0.992,0,0.23002,0,Traditional Salsa,31
41.54,3.0008,1.0013,0.992,0,0.23002,0,"Traditional Salsa, Medium",31
41.54,3.0008,1.0013,0.992,0,0.23002,0,Traditional Salsa,31
62.31,3.0008,1.9995,0.992,0,0.23002,0,"Mild Picante Sauce, Mild",31
62.31,3.0008,1.9995,0.992,0,0.23002,0,Picante Sauce,31
251.64,15.0012,12.9996,0,0,0.45,0,Barbecue Sauce Sweet Honey,36
0,0,0,0,0,0,0,Salt Free Zesty Blend,0.7
0,0,0,0,0,0,0,Iced Tea,2.2
0,0,0,0,0,0,0,Zesty Blend Original,0.7
0,0,0,0,0,0,0,Zesty Table Blend,0.7
543.6,2.001,0.999,0,0.999,0.24,16.5,Creamy Ranch,30
376.86,7.9992,7.9992,0,0,0.36993,6.9993,California French Style Dressing,33
292.5,3,2.001,0,0,0.2901,6.999,"Ranch Dressing, Lite",30
83.4,4.9995,4.0005,0,0,0.22005,0,Chili Sauce,15
752.32,8,4,1.984,7.0016,0.15008,17.5008,"Creamy Peanut Butter, Peanut",32
752.32,8.9984,4,1.984,7.0016,0.15008,17.5008,Crunchy Peanut Buttur,32
418.32,25.0012,19.0008,1.008,0.9996,0.37996,0.5012,"Instant Pudding & Pie Filling, Chocolate",28
334.74,17.9991,17.9991,0,1.9992,0.12999,0,Gelatin Dessert,21
334.74,17.9991,17.9991,0,1.9992,0.09492,0,"Gelatin Dessert, Lime",21
1600,90.5,0,0,4.76,0.381,0,Orange Gelatin Dessert,100
334.74,17.9991,17.9991,0,0.9996,0.14007,0,Strawberry Gelatin Dessert,21
543.43,5.9985,5.9985,0,0,0.27993,13.9996,Creamy French Dressing,31
334.49,3.999,3.999,0,0,0.34007,8.0011,Zesty Italian,31
376.5,5.001,5.001,0,0,0.2601,9,Thousand Island Dressing,30
251.64,14.0004,12.9996,0,0,0.45,0,Hickory Smoke Flavored Barbecue Sauce,36
251.64,14.0004,12.9996,0,0,0.45,0,Barbecue Sauce,36
209.2,14,9,0,0,0,0,Seedless Blackberry Preserves,20
209.2,12,9,0,0,0,0,"Cherry Preserves, Cherry",20
209.2,11,4,0,0,0,0,"Preserves, Peach",20
209.2,11,10,0,0,0,0,Strawberry Preserves,20
209.2,13,9,0,0,0,0,Sweet Orange Marmalade,20
209.2,13,8,0,0,0.01,0,"Concord Grape Jelly, Grape",20
209.2,14,5,0,0,0,0,Apple Jelly,20
209.2,13,8,0,0,0.01,0,Blackberry Jelly,20
209.2,13,8,0,0,0,0,"Jelly, Strawberry",20
209.2,13,8,0,0,0.01,0,Concord Grape Jelly,20
0,0,0,0,0,0.01,0,Chili Powder,0.5
0,0,0,0,0,0.01,0,Chili Powder,0.5
62.825,2.99985,2.99985,0,0,0,0,Sugar & Cinnamon,3.5
711.6,8.001,2.001,3,6,0.2001,15.501,Salted Pistachios,30
794.4,6,0.999,3,6.999,0,15.999,Sliced Almonds,30
460.32,21,2.9988,1.008,2.9988,0.43008,0.9996,"Flavored Stuffing Mix, Cornbread",28
460.32,20.0004,2.9988,1.008,2.9988,0.43008,1.5008,"Flavored Stuffing Mix With Natural Chicken Flavoring, Chicken Flavored",28
376.28,21.9995,16.0011,0,0,0.10994,0,Tapioca Pudding & Pie Filling,23
251,14,9,0,0,0,0,Concord Grape Jam,20
209.2,11,10,0,0,0,0,Straw Berry Preserves,20
627.6,2.001,2.001,0,0,0.36,18.498,Creamy Cucumber,30
502.28,2.001,2.001,0,0,0.45994,14.0012,Creamy Italian Dressing,29
627.6,2.001,2.001,0,0.999,0.3099,17.499,Creamy Buttermilk,30
165.76,6.0032,6.0032,1.024,0.9984,0.49984,0.9984,Pizza Snack Sauce,64
125.65,1.9999,1.0003,1.001,3.0002,0.05502,1.0003,"Artificial Bacon Flavored Chips, Bacon",7
0,0,0,0,0,0.095,0,Fajita Seasoning,0.7
83.68,3,2,0,0,0,2,Rainbow Dessert Toppings,4
62.76,4,2,0,0,0,0,Non-Pareils Dessert Toppings,4
62.76,4,4,0,0,0,0,Green Sugar Dessert Toppings,4
62.76,4,3,0,0,0,0,Cinnamon Gems Dessert Toppings,4
62.76,3,2.0001,0,0,0,0,"Stars, Dessert Topping",3
83.68,3,2,0,0,0,2,Rainbow Dessert Toppings,4
209.1,11.9986,6.001,0,0.9996,0.2499,0,Hickory Smoke Flavored Barbecue Sauce,34
20.934,1.00008,0,0,0,0.21001,0,Party-Dip Ranch Dip Mix,1.8
125.73,6.9993,2.9997,0.99,0,0.29997,0,Creamy Ranch,33
125.5,7,0,1,0,0.25,0.5,"Pudding & Pie Filling, Chocolate",10
104.58,5.0001,0,0,0,0.24997,0,Instant Sugar Free Pudding & Pie Filling,7
0,0,0,0,0,0.15,0,"Grill Time, Steak Seasoning",0.8
0,0,0,0,0,0.075,0,"Grill Time, Chicken Seasoning",0.7
627.84,10,7.0016,0,0.9984,0.28,14,Bacon & Honey French,32
0,0,0,0,0,0.18,0,Chicken Seasoning,1
376.96,24.0008,23.0014,0,0,0.00988,0,Artificial Flavor Strawberry Syrup,38
0,0,0,0,0,0.38,0,Seasoned Salt,1.2
586.56,8.9984,8,0,0,0.31008,14,California Honey French,32
0,0,0,0,0,0.58999,0,Salt & Pepper Shakers,1.5
0,0,0,0,0,0,0,Naturally Decaffeinated Iced Tea,6.2
417.96,21.9996,0,0,2.0007,0,0.4995,Yellow Corn Meal,27
417.96,21.0006,0,0,2.0007,0,0.4995,White Corn Meal,27
250.24,14.0012,13.0016,0,0,0.14994,0,Sweet & Sour Sauce,34
104.55,5.9993,4.0001,0,0,0,0,Strawberry Preserves,17
878.21,29.0016,17.9988,2.014,4.9979,0.08003,11.501,Grape Jelly & Peanut Butter,53
878.21,27.9999,17.9988,2.014,4.9979,0.08003,11.501,Yipes! Stripes! Strawberry Jelly & Peanut Butter,53
711.2,5.0008,0.9996,2.996,6.0004,0.12012,15.9992,Slated & Roasted Almonds,28
711.2,5.0008,0.9996,2.996,6.0004,0.25004,17.5,"Sea Salt Almonds, Salted & Smoke",28
83.58,4.0002,1.0002,0,0,0.37002,0,"Seasoning, Taco",6
83.58,4.0002,1.9998,0,0,0.27,0,"Seasoning, Taco",6
83.79,5.0001,3.0002,0,1.0003,0.43001,0,"Seasoning, Taco Mild",7
62.685,3.00015,0,0,0,0.4,0,"Seasoning Mix, Fajita",4.5
83.98,4.0001,4.0001,0,0,0.25007,0,1883 Sauce,17
417.9,0.999,0.999,0,0,0.2901,11.499,Olive Oil & Vinegar Dressing,30
375.7,16.003,2.002,5.98,6.994,0.4095,0,Great Northern Beans,130
418.6,16.003,3.003,4.94,6.006,0.4004,1.001,Butter Beans,130
83.58,4.0002,0,0,1.0002,0.21,0.4998,Brown Gravy Mix,6
125.37,6.0003,0.9999,0.999,0.9999,0.18999,0.5004,"Seasoning Mix, Chili",9
167.4,10,7,0,0,0,0,"Apricot Preserves, Apricot",20
83.58,4.0002,0,0,1.0002,0.31002,0.4998,Brown Gravy Mix,6
83.58,4.0002,0,0,0,0.31002,0,Chicken Flavored Gravy Mix,6
83.58,4.0002,0,0,0,0.36,0,Turkey Flavored Gravy Mix,6
62.75,3,0,0,0,0.28,0,Mushroom Gravy Mix,5
20.925,1,0,0,0,0.27,0,Grave Mix,2.5
104.67,6.0003,0.9999,0.999,0.9999,0.39996,0.5004,"Seasoning Mix, Mild Chili",9
125.37,5.0004,1.9998,0.999,0.9999,0.32004,0.5004,"Seasoning Mix, Original Chili",9
125.37,6.0003,0.9999,0.999,0.9999,0.27,0.5004,"Seasoning Mix, Hot Chili",9
62.75,3,1,0,0,0.4,0,Beef Stew Seasoning Mix,5
41.84,3,1,0,0,0.3,0,Meat Loaf Seasoning Mix,4
104.4,6,2,0,0,0.6,0,Thick & Zesty Spaghetti Sauce Mix,8
188.28,6,2.0004,0,2.0004,0.53004,2.4996,"Sauce Mix, Alfredo",12
209.2,5,1,0,1,0.19,3.5,"Gravy Mix, Country",10
83.58,4.0002,0,0,1.0002,0.33,0,Pork Flavored Gravy Mix,6
20.925,1,0,0,0,0.34,0,Seasoning,2.5
188.2,11,6,0,0,0,0,Apricot Pineapple Preserves,20
167.4,10,6,0,0,0,0,Red Raspberry Preserves,20
251,14,9,0,0,0,0,Concord Jam,20
502.2,0.999,0.999,0,0.999,0.27,15,Ranch With Bacon,30
669,6,0.999,3,6,0,15,Unsalted Raw Almonds,30
668.92,5.0008,0.9996,1.988,7,0.05992,15.9992,Lightly Salted Peanuts,28
0,0,0,0,0,0.01,0,Chili Powder,0.5
0,0,0,0,0,0.45,0,Garlic Salt,1.3
543.46,0,0,0,0,0.29,16.0022,Greek Dressing,29
375.7,19.994,1.001,7.02,6.006,0.4095,0,Pinto Beans,130
500.5,20.995,2.002,5.98,6.994,0.5096,1.495,Chili Hot Beans,130
83.98,4.9997,3.0005,0,0,0.47005,0,Teriyaki With Pineapple Juice,17
41.44,2,2,0,0,0.42,0,Herb & Garlic,16
41.44,2,1,0,0,0.38,0,Lemon Pepper With Lemon Juice,16
146.3,9.0003,8.0009,0,0,0,0,Strawberry Spreadable Fruit,19
167.77,9.0003,8.0009,0,0,0,0,"Spreadable Fruit, Grape",19
146.3,9.0003,8.0009,0,0,0,0,"Blackberry Spreadable Fruit, Blackberry",19
711.2,5.0008,0.9996,1.988,6.0004,0.12012,16.9988,Salted Mixed Nuts Less Than 50% Peanuts With Sea Salt,28
251.04,15,13,0.992,1,0.03008,0,"Chocolate Milk Mix, Chocolate",16
20.934,1.00008,0,0,0,0.12001,0,Salad Dressing & Seasoning Mix,1.8
20.916,1.00002,1.00002,0,0,0.21,0,"Salad Dressing & Marinade Mix, Zesty Italian",2.1
0,0,0,0,0,0.23,0,Chesapeake Bay Style Seasoning,1.1
62.56,3.0005,1.9992,0,0,0.20995,0,Original Steak Sauce,17
104.55,7.0006,4.0001,0,0,0.23001,0,Sweet & Spicy Steak Sauce,17
20.8,1,1,0,0,0.36,0,Garlic & Cracked Black Pepper,16
104.4,4,3,1,1,0.14,0,"Fat Free Dutch Hot Cocoa Mix, Milk Chocolate",8
209.2,13,5,0,0,0.006,0,"Squeezable Jelly, Grape",20
104.55,5.9993,4.0001,0,0,0.37995,0,Caribbean Jerk With Papaya Juice,17
146.54,7.0006,5.9993,0,0,0.41004,0.4998,Sesame Ginger,17
104.55,5.9993,4.9997,0,0,0.31008,0,Hawaiian With Tropical Fruit Juices,17
543.46,2.001,1.0005,0,1.0005,0.24998,16.501,Three Cheese Ranch,29
40.8,0,0,0,1.008,0.7992,0,Chicken Broth,240
334.74,15.9999,11.9994,1.008,0.9996,0.17997,3.9984,"Dutch Hot Cocoa Mix, Milk Chocolate",21
208.96,4.9984,4,0,0,0.46016,4,"Roasted Red Pepper, Vinaigrette Dressing With Parmesan",32
292.5,3,0.999,0,0,0.2601,7.998,Southwestern Ranch,30
62.685,3.00015,1.9998,0,0,0.30001,0,"Mix, Sloppy Joe",4.5
336,18,17.004,0,0.996,0.0504,0,Rainbow Gelatin,120
336,18,17.004,0,0.996,0.0504,0,Gelatin,120
419.1,19.998,19.998,0,1.001,0.0451,2.002,"Rainbow Parfait, Fruit Flavored Gelatins, Paired With Layers Of Whipped Topping",110
419.1,19.998,19.998,0,1.001,0.0451,2.002,"Strawberry Parfait Gelatin Dessert, Strawberry Parfait",110
1423.8,32.998,9.996,1.96,4.998,0.6496,23.002,Traditional Macaroni Salad,140
796.6,23.996,4.004,1.96,2.002,0.7098,10.5,"Potato Salad, Mustard",140
459.61,27.9989,14.0015,0,1.0004,0.1148,0,Dessert Topping,41
105.09,5.0003,1.9995,0,0,0.2201,0,"Taco Sauce, Mild",31
543.66,21.0002,15.9982,0.984,1.0004,0.08487,6.0024,Dessert Topping,41
837.3,3.999,0.999,2.01,5.001,0,22.002,Walnuts Pieces,30
376.6,3.0002,0.9996,0.994,3.0002,0,8.9992,"Peanut And Pecan, Nut Topping",14
878.7,3.999,0.999,2.01,3,0,23.001,Pecans Pieces,30
794.4,6,0.999,3,6.999,0,15.999,Slivered Almonds,30
837.3,3.999,0.999,2.01,5.001,0,22.002,Walnuts Halves & Pieces,30
188.4,2.001,2.001,0,0,0.3099,4.5,Balsamic & Basil Vinaigrette,30
543.84,24.0009,4.9995,3.003,0,0.20988,1.9998,Maple & Brown Sugar Instant Oatmeal,33
375.04,13.0048,8.9984,2.944,1.9968,0.45056,2.496,"Pasta Sauce, Traditional",128
377.06,22.0014,17.9996,0.986,0.9996,0.04488,0,Natural & Artificial Flavor Chocolate Syrup,34
334.49,3.999,3.999,0,0,0.34007,8.0011,Zesty Italian Dressing,31
334.74,15.9999,12.999,1.008,0.9996,0.14994,3.9984,"Mini Marshmallows Dutch Hot Cocoa Mix, Milk Chocolate",21
208.95,10.0005,7.0005,1.005,1.9995,0.16995,2.001,"Dutch Hot Cocoa Mix, Milk Chocolate",15
543.6,2.001,0.999,0,0.999,0.24,16.5,Creamy Ranch Dressing,30
418.83,24.9987,12.9996,0.966,1.0005,0.64998,0,Cocktail Sauce For Seafood,69
82.88,4,3.0016,0,0,0.41984,0,Zesty Italian,32
920.08,39.9991,27.9999,0,4.9979,0.3498,7.9977,"Cheesecake, Cheese",53
627.6,27,1,4,6,0,2.5,Old Fashioned 100% Whole Grain Oats,40
167.4,10,6,0,0,0,0,Red Raspberry Preserves,20
1170.59,26.9973,1.9998,1.01,12.9987,0.56964,14.9985,Whole Fish Crunchy Fish Fillets,101
502.2,27,12.999,0.99,2.001,0.1599,0.999,Frosted Toasted Oats With Marshmallows,30
418.86,22.0012,9.9996,0.988,1.001,0.13,1.001,"Chip Mates, Sweetened Corn Cereal",26
502.2,27,11.001,0,0.999,0.1401,0,Fruity Crisp Rice,30
460.6,13.0095,2.009,1.96,4.998,0.63945,5.488,Healthy Chicken Pot Pie Ready To Serve Soup,245
460.6,15.9985,2.009,0.98,7.007,0.62965,1.4945,Roasted Chicken Noodle,245
460.35,27.001,8.9993,3.007,1.9995,0.15004,0,Toasted Flakes With Strawberries,31
188.1,11.997,8.001,0.99,0,0,0,Unsweetened Apple Sauce,90
210.6,12.996,10.998,0.99,0,0.0099,0,"Apple Sauce, Apple Cinnamon",90
252,16.002,15.003,0.99,0,0.0054,0,"Apple Sauce, Apple Strawberry",90
629.16,22.9992,4.998,2.016,1.9992,0.17976,6.5016,Sweet Potato Waffle Fries,84
709.64,20.9954,0.9944,2.034,4.9946,0.34013,7.9891,Breaded Mushrooms,113
20.65,1.001,0,1.015,0,0.1099,0,Whole Green Chile,35
1003.75,22,4,5,15,0.69,15.5,"Turkey Sausage, Egg & Cheese Flatbread Breakfast Sandwich",125
794.88,22.0032,4.0032,4.992,12,0.6096,11.5008,"Flatbread Sandwiches, Ham, Egg & Cheese",96
374.22,21.9996,16.9974,2.016,0,0.01008,0,Cinnamon Applesauce,126
209.84,13.0052,9.0036,1.952,0,0.00976,0,Natural Applesauce,122
209.84,13.0052,9.0036,1.952,0,0.00976,0,Natural Applesauce,122
1380.86,44.9966,18.0009,1.017,2.9945,0.29041,22.9955,"Blossom Flower Shaped Pastry, Caramel Apple",113
0,0.2368,0,0,0,0,0,Vitamin Enhanced Water Beverage,8
460.35,2.9975,0,0,12.001,0.2299,7.502,Mackerel,55
794.8,14,6,5,10,0.18,15,Protein Bars,40
1088.1,14.004,0,0.99,7.002,0.7002,25.002,Franks In A Blanket,90
710.6,23.0014,12.9998,0,0.9994,0.15998,11.4988,White Chunk Macadamia Nut Cookie Dough,38
0,2,0,0,0,0,0,Zero Calorie Sweetener,2
837.9,29.001,2.002,0.98,3.997,0.4998,9.002,Buttermilk Waffles,70
293.26,3.999,2.0026,0,0.9982,0.31992,5.9954,Creamy Alfredo Sauce,62
795.2,7.0016,3.0016,3.008,6,0.06016,18,Creamy Almond Butter,32
335.14,13,1.9994,0.988,1.9994,0.34996,4.0014,Cheese 'N' Pretzels,26
836.64,45.0016,0,1.008,3.0016,0,1.0024,"Corn & Rice Pasta Blend, Spaghetti, Gluten Free",56
